temperature_2m,relative_humidity_2m,wind_speed_10m,crop_days,crop_type,soil_moisture,soil_type,water_irrigation_amount_log
6.198943594907118,34.63439532729527,35.23403813683233,38,Grapes,11.48485091684199,loamy,0.04659153517077856
11.246553791686956,28.764903466786294,48.16734164101995,129,Olives,14.007797281583471,clay,0.27939175703321567
38.23508765366822,79.16870687640294,38.42596822618956,114,Corn,8.646928437382394,clay,2.866406292853767
31.35541880930629,41.50915245233268,32.561648852074605,1,Wheat,10.004694886148146,sandy,1.5867656378270234
26.779563918433983,10.460692839849726,16.229291495013516,129,Cotton,17.217906250143894,loamy,0.7503203846496219
28.859418999416864,53.65495107963788,22.22097263756008,60,Cotton,6.794981255528218,loamy,2.808374645379813
26.064951890758383,29.68557270383986,23.83477375205796,12,Wheat,20.023459070813907,loamy,1.039828523058382
12.257533907825078,52.01307069336481,35.452313086121634,7,Cotton,8.885671782442651,sandy,0.9389871866789773
28.74154276492589,73.4995080304413,32.330295671143006,118,Tomatoes,9.16571222214779,clay,2.752306794472924
34.47494979776728,79.02376620345828,10.836990004538782,69,Corn,9.51120711492455,clay,3.403473891937523
22.83163658308916,67.96134811188945,0.791054588279122,67,Corn,16.497854687210385,sandy,2.6041374549159557
14.233167566160482,46.54869159042949,9.51624314095339,50,Tomatoes,7.640482159285524,sandy,1.4065809684538157
38.04270521010113,72.56224701363087,35.43723488714882,32,Potatoes,5.0,clay,3.451388538394441
36.45103827028378,55.96699058542133,28.32876810857093,55,Potatoes,18.27086016902438,loamy,3.4132267918720114
31.972152256361937,52.59849540475409,36.07110336643659,82,Tomatoes,8.574127356035664,loamy,3.2281876221386585
9.870476445010992,48.25872184384578,25.30537774233754,25,Tomatoes,13.759172434788544,clay,0.535320248084053
40.0442077039217,32.22020989994089,42.57243187756327,141,Potatoes,5.321654205506617,loamy,2.3502780903661797
7.985192573483268,72.61568325953193,13.26937045940973,83,Grapes,10.921642912724703,clay,0.16027503370223697
21.64615992719046,48.50753213082589,0.9596138411528344,133,Tomatoes,15.617056241340643,sandy,1.7076722442512273
38.77428330958464,17.846606462739565,24.41205685108891,139,Wheat,10.1075318299618,sandy,1.321994925281429
40.68338755760938,86.42677492031426,39.34516931276475,42,Wheat,17.343437640170894,clay,3.579862757114718
43.82999830682681,85.38523117385543,39.19213383838369,110,Grapes,17.545120596080004,sandy,3.7446757045804495
15.773251932081005,53.16449763964041,36.39735883653716,86,Cotton,7.199137343134749,clay,1.817015438373773
34.6684824605172,80.5160623740017,13.895104862443391,144,Corn,10.842450586802457,sandy,2.8095201349239507
37.60473537921472,59.19825922729059,34.39420549399576,10,Wheat,20.023314462054746,clay,2.4319740989578458
9.165494316811497,28.035100437095508,35.14717204893384,14,Potatoes,5.0,sandy,0.13056074446560803
20.35331807732176,55.74978169817492,29.38846804310991,47,Tomatoes,13.110704457716142,clay,1.88547300824541
38.26788174703094,31.845664797824995,25.90393831194077,107,Cotton,14.698721719484572,clay,2.32232453070612
41.156533210414985,82.7512153606717,39.01065317150512,4,Corn,5.0,clay,2.2440586923368
35.05500344116183,62.55641250137116,47.8307310541729,108,Potatoes,8.068716505371745,sandy,3.2246901088227777
14.471372372455416,68.59589854704718,27.41602918632121,7,Wheat,9.778609334421178,loamy,0.8765633037695953
42.88143950954892,87.38849422306201,9.150772211736358,147,Wheat,5.572539886364117,clay,2.6931319457285494
26.804221130427987,88.44134576008848,11.370474793068947,71,Corn,18.11060151356728,loamy,3.3278952228196923
14.045882063597633,77.75349824708479,21.431527348523787,17,Tomatoes,10.9166462559388,sandy,1.116250136517103
21.470621663380346,62.07787737207633,27.27159347034528,74,Corn,6.605566572467714,sandy,2.3896097048813703
36.45112797536133,26.10910257087795,12.931041744401938,99,Corn,11.612808382952377,loamy,2.574061954145317
40.11320312608164,80.36654839612234,43.52892125230034,143,Potatoes,12.211531283795525,clay,3.6376054432538023
27.10054459130901,17.532152810055834,17.18315963045515,26,Potatoes,13.308258684615478,sandy,1.5365644327271466
20.21680030030249,72.0489480740262,48.22383269504058,23,Tomatoes,11.694220750263728,sandy,2.296723773797288
29.538925545567054,39.04805893072084,44.85931704823095,12,Potatoes,12.298257250947238,sandy,2.1349806585677116
17.78667329762179,89.07327915296612,24.267949157994355,12,Wheat,9.080511080779877,sandy,1.4220016460706433
31.24536072082323,20.38611591613741,34.343049883751455,102,Potatoes,8.793325101497175,clay,1.4973894023326644
18.00416061726796,64.9061757348878,3.482057408120287,125,Wheat,12.234711460108445,clay,1.0510526470328125
18.615203706667,79.31092114010737,10.776493439566591,87,Wheat,16.40340094393374,clay,2.5925282309634032
41.1443137738718,28.6210517681031,40.36980151699757,46,Olives,8.047306372391395,loamy,2.3961105099364763
27.686831196775422,32.70627576188162,41.22674040435161,30,Wheat,9.357019977917345,clay,1.637666307268804
13.762752364074313,12.937709000065691,5.401287706534569,49,Tomatoes,16.822399483451072,clay,0.3647939703893585
41.3044401022622,67.1226115573485,30.395260704535183,19,Potatoes,15.082511204121465,clay,3.023853304300455
32.14679826690259,38.9535992670292,29.68303956042692,2,Wheat,7.086330930096692,sandy,1.8090469717807398
26.299707977485863,45.908245733976656,4.219619027227117,81,Corn,20.94816122321626,clay,2.6004049432537006
39.46969979673182,57.22284343625277,11.313955410711593,119,Olives,17.6855990496041,loamy,2.7255954956745834
40.60388140735233,37.67019685902859,7.722987361166189,7,Corn,5.620435798826438,sandy,1.4857314767661367
38.34599847750342,45.23530802499393,15.116662467574688,109,Olives,13.2860685804732,loamy,2.5002441669368975
39.10231127606214,66.87077733458553,45.34714044174169,85,Cotton,7.851096409215602,loamy,3.7149989098860265
39.7987663859074,20.452187505877035,39.52548971374425,54,Cotton,8.454105923351062,clay,2.661473533531208
43.784309073923815,85.92897144715523,25.64512080735988,46,Wheat,6.441834272681081,sandy,3.2049136139526215
16.937396494475067,29.230591095958705,15.594954000214024,81,Potatoes,15.436918043147484,clay,1.348401347876585
16.213378431660836,64.99250913089901,1.2249224133826175,9,Grapes,15.09808726982218,loamy,0.9808206238612633
9.03764799910086,79.5155401823316,34.08743220450806,34,Olives,10.53048106129729,sandy,0.025349134375874785
21.114931305305483,33.623239523835466,11.619216152802393,66,Tomatoes,14.65387128834126,loamy,1.71472432614016
26.051138413528108,47.053817340107344,11.732672088792468,52,Tomatoes,17.11705007838006,loamy,2.543978407829731
36.01384601612543,31.71275043573715,24.834771140897328,4,Grapes,13.109282995899088,sandy,1.6833439834931045
23.67871999854443,37.22965970446101,47.02242528680863,87,Tomatoes,5.943973329448481,loamy,2.3381206056807606
13.629627167058164,64.22505602480354,30.387606112636128,54,Cotton,13.611300160542644,loamy,1.9934712860384287
39.285182394251294,56.02843226012448,3.819247249572799,104,Grapes,19.879575647909647,clay,2.5050595333905274
16.732344431222586,71.85134991349372,25.898026385628945,135,Tomatoes,18.038162329293527,sandy,1.7657846216389532
33.3088540107011,14.97625809317622,7.365152213948517,57,Potatoes,5.0,clay,1.8448461724798901
39.15139686818668,29.35817042536363,48.03134877565999,75,Wheat,11.02961483482837,loamy,3.1189393413703104
13.764699178797535,46.71707835018389,45.96937022863364,90,Cotton,11.064997366644844,sandy,1.407694936819351
34.15445769079788,17.63194218505685,21.43510104932168,104,Olives,5.297667793677337,loamy,1.5243104811831565
13.834111318520357,13.114397066053396,1.8009409145713196,87,Potatoes,11.688466959253354,sandy,0.47424497912233465
18.26258796268775,78.40241612959481,10.35379046054276,136,Olives,7.478756089868726,sandy,1.408890761172624
6.502843615956295,20.229344097793405,38.27733752579304,116,Corn,5.0,clay,0.08471434637925196
31.5218876721369,69.3517061566972,42.42126895452624,76,Potatoes,18.097227331176786,sandy,3.321706335492529
9.881219772873946,20.010020571339755,42.523580738041886,123,Grapes,17.959156746825105,sandy,0.08145736446891673
11.52141347726364,72.89645218088464,36.72219660377957,81,Wheat,19.806893296194588,loamy,1.0827145634602848
39.6118303563565,22.581856654377223,15.489392960454962,80,Potatoes,15.24853497570845,sandy,2.608620136697022
44.2819814806385,72.78894583671041,36.6743373246052,47,Tomatoes,8.404358817169143,loamy,3.646028380603274
16.052764338634145,44.56151420756048,49.01843704710925,148,Tomatoes,6.631934639834634,clay,1.159884513938355
13.213317548271991,48.6431758047112,13.426687803380366,71,Potatoes,13.268043566538214,sandy,1.1963457296422992
35.89204060661372,60.01638156243538,18.67774005238409,48,Tomatoes,8.73375012840717,clay,2.9715399457138925
34.71299899625265,36.16357153214543,44.50285127326263,145,Tomatoes,9.461502243625592,clay,2.6009538998191433
40.09880186617928,69.09785205812531,0.6872777005672626,39,Corn,15.27052014447069,clay,2.822795225650042
16.659829636948913,71.65940247244413,21.37478251783796,120,Wheat,10.756560407328871,loamy,1.2500980614199237
39.39295341565104,12.800633184544452,39.36866725025528,28,Wheat,17.479508566433935,sandy,1.7624070058603427
42.451224858757065,15.120507728689674,41.23716186735038,114,Potatoes,13.54136001557885,loamy,2.0013609012766893
21.30531431918623,47.56204336350901,1.4155637201333893,4,Olives,13.649246209885058,clay,1.1016545921242105
11.37969050165433,22.837009141698115,3.5245972821572327,121,Tomatoes,12.196568895376265,clay,0.25403154594217453
25.22536613687836,85.28966500269388,43.815971657115576,110,Potatoes,8.89868428295281,clay,2.8860950431212506
25.863975840454327,73.55885069187926,44.21882735114856,35,Olives,18.930911821443065,loamy,2.501383998102922
16.871467280794022,53.309568812581496,17.26149768349862,134,Olives,18.42415648990223,sandy,1.1447825036298473
28.28575230311194,19.473203134074552,10.594716522005454,138,Corn,14.121426645316852,loamy,1.306621115484995
21.47458961669984,70.28757045966023,10.183356888634243,19,Wheat,15.927384199434965,clay,1.3737013210909677
9.615785687156697,58.45103114587292,5.860195284011671,93,Corn,15.544868966233649,sandy,0.6520146062911458
30.137058264583484,65.09053034463005,12.663619176135754,131,Wheat,5.0,clay,1.9334179310113437
30.27954721584756,17.62972818184469,5.183929036713825,49,Tomatoes,5.0,clay,1.5489287165248178
23.95684880464411,67.31176895664791,13.54713491581827,62,Potatoes,13.618752817518091,loamy,2.8168787703330054
41.31354055534136,50.564771739097466,9.396019040766152,130,Olives,9.325182051526868,sandy,2.8025535690723204
15.780474491690908,25.27412680573148,34.73204794468639,61,Tomatoes,13.894752771426369,loamy,1.4173438176108508
21.592604775557888,42.18679641898662,19.529680379089108,99,Cotton,9.292006409998017,clay,2.095789420882897
28.153606721423703,55.55875873378031,43.4205393970691,74,Cotton,17.525452224535027,sandy,3.1327378879425307
26.437403154084727,49.07965061279243,20.094359994536504,20,Tomatoes,11.409811217032772,clay,2.0305275105654363
10.117476980471327,37.80056659401448,21.76968230878678,95,Grapes,17.495136322400114,clay,0.21242565780664716
26.19525044354105,88.82430658298284,8.30109118214304,52,Corn,9.763492463312565,loamy,3.017490253414005
5.820832589173008,76.1294676401991,18.27978505019834,136,Tomatoes,16.61463850181855,clay,0.1844196989831936
10.87687694335083,37.41161172180172,43.23294609290701,26,Olives,11.33716521654507,loamy,0.7544864760574554
40.01622500487337,45.33971933101657,49.2117249617217,112,Potatoes,19.44736466805164,loamy,3.1948363565607982
19.45615116268745,78.78357398493165,20.34024004758617,38,Potatoes,18.399440982258383,loamy,2.213217978053199
14.4991422700903,13.969149867106996,36.22991434238145,75,Potatoes,7.783267879249187,clay,0.9028942391178876
37.05783104891815,41.36748615236581,37.53848246055279,12,Cotton,10.422164406343573,clay,2.361438195761455
42.88645851600991,80.78840941568035,36.95334879696863,28,Cotton,14.841937287520102,loamy,3.8280466238796516
18.73546808710577,76.76574322045022,46.77422567637478,28,Cotton,11.288319656029447,sandy,1.943517623213895
13.497891087818918,63.08188751307618,20.55987444412729,113,Cotton,17.139423385832778,loamy,1.0414807865544886
32.64223250957047,31.730654501949573,9.530491653722487,132,Potatoes,10.03509727586144,sandy,2.0796631884170993
28.34420148032399,41.20961877506714,17.756582387690628,46,Grapes,5.58324771558312,loamy,2.099293914493442
39.92077576118864,51.851441655773215,34.98449545293542,18,Cotton,20.88921955438425,sandy,2.533525141940334
8.949488275306635,16.052888312328868,18.07706993770193,61,Wheat,9.99362622995164,sandy,0.3188528883795312
8.057594441577907,81.67073449541276,39.69646929299824,149,Tomatoes,10.804066490580372,clay,0.5120292692940521
23.667724835376337,48.57056791358736,42.04543552014536,141,Corn,12.57532487138175,loamy,1.6046933274883959
36.260225909687286,32.060592355302504,10.212337945608374,54,Grapes,5.95440508706383,clay,2.3928320418453115
14.565701817380926,50.98402775096645,38.67860508653602,13,Tomatoes,5.0,loamy,1.1457722176320104
35.001136485687645,52.53288190115864,26.889146737068824,65,Corn,15.408121103013633,loamy,3.2864415314564632
38.09208598948984,13.353217337300602,20.959143795106066,40,Potatoes,10.858206002297328,clay,1.7529121040656452
26.898859594492745,31.950768416207,45.07915026435338,146,Corn,14.381310869570486,loamy,1.5113885624647374
32.867804457469944,35.94766461560446,11.694846573610176,139,Corn,11.03973008341806,sandy,1.8406643073436457
17.18409423096762,31.16126431910705,13.994632612321343,149,Olives,14.16908800772276,clay,0.9836730762789311
19.564511000419976,55.29720126020933,0.3128735513235114,48,Grapes,8.690394855594377,loamy,1.3988050695480378
19.988878820295056,53.98948502209642,2.5286551912114428,72,Grapes,19.715573761370543,sandy,2.035481060768975
32.18788867333381,14.534434573266832,1.733635211303319,130,Potatoes,19.35658448218675,loamy,1.2812072044784288
18.79270430984679,36.98487633209821,15.595595276835262,62,Cotton,8.176379478116074,loamy,1.7170940769286642
38.04258738193142,63.84737047289736,41.21752236246748,116,Tomatoes,18.14605260461274,loamy,3.201340026495229
15.825757679270628,16.49837078453381,49.62908977438817,22,Olives,11.8391960265798,loamy,0.4851587629427629
29.0987932281382,50.93108660152112,3.0503571502697446,106,Olives,14.491351808286016,sandy,2.076175781491641
40.583064733219686,85.51426267811662,38.29145196174549,12,Olives,5.0,sandy,2.9207152438055357
33.0553314223876,19.07526536831334,49.84546092946777,22,Grapes,10.268756987392106,clay,1.2608624553054595
37.49895284176687,36.155281946934025,15.287197872364557,20,Cotton,18.992289307589605,clay,2.0535758901889207
26.790889079311555,20.855065423382342,44.681762667306685,65,Potatoes,8.849690086694547,loamy,2.085953092352163
27.25858549395288,38.68972655628731,45.566959503931535,140,Wheat,5.0,clay,1.4599490014062917
44.90997556040802,46.13915807851551,17.736427836510632,35,Tomatoes,19.24533622797973,loamy,3.1454771101815364
31.38761091721897,45.36267367448988,32.4116734403923,102,Wheat,8.456868599302773,loamy,1.8634715918799052
17.600414895069264,73.31278004055804,45.789411972706354,132,Grapes,16.423896322778646,sandy,1.5985739218545454
15.57887266668763,50.28375852095089,3.405451236176127,68,Cotton,10.66775658252638,loamy,1.4912187615140513
43.3178343970455,53.289105990307576,30.25447592702692,85,Wheat,14.631395684797871,loamy,3.7064683738338067
29.70116460249246,26.62267367693532,29.384850914377296,25,Olives,7.607604644006624,loamy,1.5613998208587119
30.31210442646028,71.51360356569347,49.70408273227878,54,Grapes,6.517794311606056,loamy,3.0440380122991644
19.193274221726504,72.41701188285069,28.19464605277012,47,Cotton,14.16647264312006,clay,1.7961487629285264
25.527003291281435,20.44036477099518,22.02695799364973,31,Wheat,15.200076498513289,sandy,1.06935612466379
16.52738103838118,10.517148623176844,24.811961095040697,28,Wheat,15.79954334091913,sandy,0.4858536520022918
10.1438594384221,55.90804783800213,3.045096654974666,142,Cotton,5.704030807433304,clay,0.5137662289977765
29.465856775599697,33.659805007601655,12.78718507741502,147,Olives,16.582597974629113,clay,1.9063661206140075
17.256617974041454,54.41070294025508,29.39958147319164,104,Potatoes,20.93495301130305,clay,1.694595693637083
25.72309992161379,27.119574295865085,14.164220174628866,31,Grapes,19.79799866169442,clay,1.2407474198091673
10.505189375934451,10.074353349596883,45.161181367235365,110,Cotton,5.93208517723753,clay,0.09249666290695639
39.456721843820695,20.98400261724562,47.61933761993623,28,Tomatoes,15.94315518050874,loamy,2.431163843073783
34.85451537252966,34.92573916657832,42.28267611386712,85,Potatoes,15.6854872151237,loamy,3.025993146205649
41.60006150990109,77.51035289847432,37.11461157434736,66,Wheat,11.7046402443134,sandy,4.116702190113355
14.273651668589055,66.44501693197529,15.385140669492191,18,Wheat,12.131712020987507,loamy,0.9641816303115623
34.97516066896624,83.42727064748425,5.401447874578963,28,Wheat,13.063369842195184,sandy,2.7057250747959665
39.30122431007695,17.789351503297688,35.3185998404998,68,Wheat,18.03741664614561,loamy,2.605272439189876
7.74594664591489,89.35113567579934,47.5698430989553,128,Corn,11.204691281473911,loamy,0.551949255769473
43.1361151752838,14.818155592023796,14.882513878414022,42,Wheat,15.963689367440471,sandy,1.532148381532298
33.71730763760407,32.688633873370904,16.314107578447324,110,Grapes,7.246690462131449,sandy,2.0475765523445952
20.08215724006796,41.4656536308151,27.22776623273377,108,Grapes,9.261539386677748,loamy,1.1612630532229125
12.438460302296708,86.06549279331452,10.494881479311536,146,Tomatoes,14.047551927303228,loamy,1.3858417554015576
30.01733800666374,74.66145689730226,3.451846845568745,71,Grapes,17.97273877771571,sandy,2.86783014787972
37.99227791919323,65.10484028719897,27.596818053023327,103,Tomatoes,11.98688961774108,clay,3.2066141120935
25.69173928609013,43.04859181817154,9.967274473559156,130,Cotton,20.46534272969091,loamy,1.8364972660068828
40.37914910387037,54.31946044025048,26.72796095781544,85,Tomatoes,12.008083941325872,clay,3.490835115760454
12.613479003801904,83.37764734598903,27.6779266331179,82,Potatoes,15.797702566643013,clay,1.7932806081656778
38.68427449934047,59.13065409500145,16.291229200972435,22,Potatoes,11.112488405916643,loamy,2.71137220011288
36.67565295182917,74.92576034812384,24.113700004077177,122,Corn,6.300562184649477,sandy,2.7053342176716684
14.464391308300293,48.67984680854431,21.457474597916093,70,Olives,8.492460364999982,clay,1.1597454925145427
28.104523225485348,55.67256430017159,16.621334608718257,84,Grapes,17.3275694893496,clay,2.5365241074618328
23.225981977595097,48.56138718215461,37.8888280187579,42,Potatoes,13.503129696982407,clay,2.295991350930394
11.876502309084174,53.78597474715889,8.229963684978737,53,Corn,8.759177217285913,loamy,1.1270074941846921
20.763606110980124,78.07615195254401,17.292942898763464,2,Potatoes,7.600209254912412,sandy,1.7498345144803986
40.9699567315681,59.88042489978697,6.564398600241211,141,Grapes,14.351912431617604,sandy,2.719291920873722
16.920274287750217,60.03824483397291,7.742878703941064,40,Grapes,16.587302362008153,loamy,1.246708736409512
10.918333364376236,88.77235820726716,10.454868229480711,85,Olives,10.223561491801338,sandy,0.6150518176536389
8.96918384378587,44.29154233668254,31.4251085118102,112,Olives,12.986448464193684,clay,0.028221884410032774
14.4235291297871,34.8245692633358,19.956305022248305,74,Cotton,11.630741893188056,sandy,1.3553276977494824
7.33831948947508,33.9943517978453,23.715433243421515,28,Olives,12.213626376961107,sandy,0.2093899601412502
28.088642920358005,63.92302939399654,0.8330235622107995,91,Cotton,16.93801417458198,loamy,2.8091386758099692
7.488203661027639,75.8162337373765,15.569096994629216,87,Corn,20.80874427536957,clay,0.07784226111440541
19.07539337388026,66.44922438274344,26.07754919554836,138,Corn,10.333139521450429,clay,1.5242673470432904
8.879150500643815,14.456546889219617,6.461190005137468,81,Tomatoes,8.058318883131228,clay,0.2377878152908402
12.500178284759214,70.04787653953011,11.799830295461875,76,Olives,11.214607587209947,sandy,1.2120839072529352
14.212768987315105,18.51294103222757,41.08762084926952,23,Tomatoes,10.322254423133291,loamy,0.5045424651720177
12.690316738723675,34.75756392708807,48.74521364051175,106,Potatoes,19.81046686460757,sandy,0.8360145872149602
21.204322183514268,10.216651985636169,42.497324797259424,122,Potatoes,16.606222313794483,loamy,0.6392145126255012
13.541714179613656,42.891546918398966,35.20157262958284,88,Grapes,13.29390108623946,loamy,1.249433657158821
34.86412818576815,11.007712101742955,32.2242530760297,40,Potatoes,12.644298221028606,clay,1.5029293845285907
27.730744650750733,31.97326958303244,23.721745707358703,57,Wheat,16.085549460124838,loamy,2.342541879303494
10.336653420928284,65.33147215786545,39.75057684642352,64,Cotton,9.33318393985684,sandy,0.9580483615492832
